category_key,parent_category_key,name.en_US,meta_title.en_US,meta_description.en_US,meta_keywords.en_US,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,name.pl_PL,name.cs_CZ,name.sk_SK,meta_title.pl_PL,meta_title.cs_CZ,meta_title.sk_SK,meta_description.pl_PL,meta_description.cs_CZ,meta_description.sk_SK,meta_keywords.pl_PL,meta_keywords.cs_CZ,meta_keywords.sk_SK,category_image_name.pl_PL,category_image_name.cs_CZ,category_image_name.sk_SK
shop,,Shop,Shop,English version of Shop,English version of Shop,1,0,1,0,1,1,900,Catalog (default),,Shop,Shop,Shop,Shop,Shop,Shop,Shop,Deutsche Version des Shop,Deutsche Version des Shop,Shop,Deutsche Version des Shop,Deutsche Version des Shop,,,
AF000001,shop,Affiliate,Affiliate,Affiliate,Affiliate,1,1,1,1,0,1,923,Catalog (default),,Afiliacja,Affiliate,Affiliate,Afiliacja,Affiliate,Affiliate,Afiliacja,Affiliate,Affiliate,Afiliacja,Affiliate,Affiliate,,,
MC_10001,shop,Automotive,Automotive,Automotive,Automotive,1,1,1,1,0,1,,Catalog (default),,Motoryzacja,Auto & Motorrad,Auto & Motorrad,Motoryzacja,Auto & Motorrad,Auto & Motorrad,Motoryzacja,Auto & Motorrad,Auto & Motorrad,Motoryzacja,Auto & Motorrad,Auto & Motorrad,,,
SUB_10001,MC_10001,Trailers & Carriers,Trailers & Carriers,Trailers & Carriers,Trailers & Carriers,1,1,1,1,0,1,,Catalog (default),,Przyczepy i bagażniki,Anhänger & Trägersysteme,Anhänger & Trägersysteme,Przyczepy i bagażniki,Anhänger & Trägersysteme,Anhänger & Trägersysteme,Przyczepy i bagażniki,Anhänger & Trägersysteme,Anhänger & Trägersysteme,Przyczepy i bagażniki,Anhänger & Trägersysteme,Anhänger & Trägersysteme,,,
SUB_10002,MC_10001,Car Tuning,Car Tuning,Car Tuning,Car Tuning,1,1,1,1,0,1,,Catalog (default),,Tunning samochodu,Auto Tuning,Auto Tuning,Tunning samochodu,Auto Tuning,Auto Tuning,Tunning samochodu,Auto Tuning,Auto Tuning,Tunning samochodu,Auto Tuning,Auto Tuning,,,
SUB_10003,MC_10001,Car Workshop Equipment,Car Workshop Equipment,Car Workshop Equipment,Car Workshop Equipment,1,1,1,1,0,1,,Catalog (default),,Wyposażenie warsztatu samochodowego,Auto-Werkstattausstattung,Auto-Werkstattausstattung,Wyposażenie warsztatu samochodowego,Auto-Werkstattausstattung,Auto-Werkstattausstattung,Wyposażenie warsztatu samochodowego,Auto-Werkstattausstattung,Auto-Werkstattausstattung,Wyposażenie warsztatu samochodowego,Auto-Werkstattausstattung,Auto-Werkstattausstattung,,,
SUB_10004,MC_10001,Car Care,Car Care,Car Care,Car Care,1,1,1,1,0,1,,Catalog (default),,Kosmetyki samochodowe,Autopflege,Autopflege,Kosmetyki samochodowe,Autopflege,Autopflege,Kosmetyki samochodowe,Autopflege,Autopflege,Kosmetyki samochodowe,Autopflege,Autopflege,,,
SUB_10005,MC_10001,Car Parts,Car Parts,Car Parts,Car Parts,1,1,1,1,0,1,,Catalog (default),,Części samochodowe,Autoteile,Autoteile,Części samochodowe,Autoteile,Autoteile,Części samochodowe,Autoteile,Autoteile,Części samochodowe,Autoteile,Autoteile,,,
SUB_10006,MC_10001,Car accessories,Car accessories,Car accessories,Car accessories,1,1,1,1,0,1,,Catalog (default),,Akcesoria samochodowe,Autozubehör,Autozubehör,Akcesoria samochodowe,Autozubehör,Autozubehör,Akcesoria samochodowe,Autozubehör,Autozubehör,Akcesoria samochodowe,Autozubehör,Autozubehör,,,
SUB_10007,MC_10001,Vehicles,Vehicles,Vehicles,Vehicles,1,1,1,1,0,1,,Catalog (default),,Pojazdy,Fahrzeuge,Fahrzeuge,Pojazdy,Fahrzeuge,Fahrzeuge,Pojazdy,Fahrzeuge,Fahrzeuge,Pojazdy,Fahrzeuge,Fahrzeuge,,,
SUB_10008,MC_10001,Motorcycle Supplies,Motorcycle Supplies,Motorcycle Supplies,Motorcycle Supplies,1,1,1,1,0,1,,Catalog (default),,Artykuły motocyklowe,Motorradbedarf,Motorradbedarf,Artykuły motocyklowe,Motorradbedarf,Motorradbedarf,Artykuły motocyklowe,Motorradbedarf,Motorradbedarf,Artykuły motocyklowe,Motorradbedarf,Motorradbedarf,,,
SUB_10009,MC_10001,Oils & Maintenance,Oils & Maintenance,Oils & Maintenance,Oils & Maintenance,1,1,1,1,0,1,,Catalog (default),,Oleje i konserwacja,Öle & Wartungsmittel,Öle & Wartungsmittel,Oleje i konserwacja,Öle & Wartungsmittel,Öle & Wartungsmittel,Oleje i konserwacja,Öle & Wartungsmittel,Öle & Wartungsmittel,Oleje i konserwacja,Öle & Wartungsmittel,Öle & Wartungsmittel,,,
SUB_10010,MC_10001,Wheels & Tires,Wheels & Tires,Wheels & Tires,Wheels & Tires,1,1,1,1,0,1,,Catalog (default),,Koła i opony,Räder & Reifen,Räder & Reifen,Koła i opony,Räder & Reifen,Räder & Reifen,Koła i opony,Räder & Reifen,Räder & Reifen,Koła i opony,Räder & Reifen,Räder & Reifen,,,
SUB_10010_01,SUB_10010,Rims,Rims,Rims,Rims,1,1,1,1,0,1,,Catalog (default),,Felgi,Felgen,Felgen,Felgi,Felgen,Felgen,Felgi,Felgen,Felgen,Felgi,Felgen,Felgen,,,
SUB_10010_02,SUB_10010,Summer tires,Summer tires,Summer tires,Summer tires,1,1,1,1,0,1,,Catalog (default),,Opony letnie,Sommerreifen,Sommerreifen,Opony letnie,Sommerreifen,Sommerreifen,Opony letnie,Sommerreifen,Sommerreifen,Opony letnie,Sommerreifen,Sommerreifen,,,
SUB_10010_03,SUB_10010,All Season tires,All Season tires,All Season tires,All Season tires,1,1,1,1,0,1,,Catalog (default),,Opony całoroczne,Ganzjahresreifen,Ganzjahresreifen,Opony całoroczne,Ganzjahresreifen,Ganzjahresreifen,Opony całoroczne,Ganzjahresreifen,Ganzjahresreifen,Opony całoroczne,Ganzjahresreifen,Ganzjahresreifen,,,
SUB_10010_04,SUB_10010,Winter tires,Winter tires,Winter tires,Winter tires,1,1,1,1,0,1,,Catalog (default),,Opony zimowe,Winterreifen,Winterreifen,Opony zimowe,Winterreifen,Winterreifen,Opony zimowe,Winterreifen,Winterreifen,Opony zimowe,Winterreifen,Winterreifen,,,
SUB_10010_05,SUB_10010,Offroad tires,Offroad tires,Offroad tires,Offroad tires,1,1,1,1,0,1,,Catalog (default),,Opony terenowe,Offroadreifen,Offroadreifen,Opony terenowe,Offroadreifen,Offroadreifen,Opony terenowe,Offroadreifen,Offroadreifen,Opony terenowe,Offroadreifen,Offroadreifen,,,
SUB_10010_06,SUB_10010,Truck Tires,Truck Tires,Truck Tires,Truck Tires,1,1,1,1,0,1,,Catalog (default),,Opony do ciężarówek,LKW Reifen,LKW Reifen,Opony do ciężarówek,LKW Reifen,LKW Reifen,Opony do ciężarówek,LKW Reifen,LKW Reifen,Opony do ciężarówek,LKW Reifen,LKW Reifen,,,
MC_20001,shop,Baby & Child,Baby & Child,Baby & Child,Baby & Child,1,1,1,1,0,1,,Catalog (default),,Niemowlę i dziecko,Baby & Kind,Baby & Kind,Niemowlę i dziecko,Baby & Kind,Baby & Kind,Niemowlę i dziecko,Baby & Kind,Baby & Kind,Niemowlę i dziecko,Baby & Kind,Baby & Kind,,,
SUB_20001,MC_20001,Baby food & accessories,Baby food & accessories,Baby food & accessories,Baby food & accessories,1,1,1,1,0,1,,Catalog (default),,żywność dla niemowląt i akcesoria,Babynahrung & Zubehör,Babynahrung & Zubehör,żywność dla niemowląt i akcesoria,Babynahrung & Zubehör,Babynahrung & Zubehör,żywność dla niemowląt i akcesoria,Babynahrung & Zubehör,Babynahrung & Zubehör,żywność dla niemowląt i akcesoria,Babynahrung & Zubehör,Babynahrung & Zubehör,,,
SUB_20002,MC_20001,Baby care & diapering accessories,Baby care & diapering accessories,Baby care & diapering accessories,Baby care & diapering accessories,1,1,1,1,0,1,,Catalog (default),,Pielęgnacja niemowląt i pieluchy,Babypflege & Wickelzubehör,Babypflege & Wickelzubehör,Pielęgnacja niemowląt i pieluchy,Babypflege & Wickelzubehör,Babypflege & Wickelzubehör,Pielęgnacja niemowląt i pieluchy,Babypflege & Wickelzubehör,Babypflege & Wickelzubehör,Pielęgnacja niemowląt i pieluchy,Babypflege & Wickelzubehör,Babypflege & Wickelzubehör,,,
SUB_20003,MC_20001,Baby monitors & safety,Baby monitors & safety,Baby monitors & safety,Baby monitors & safety,1,1,1,1,0,1,,Catalog (default),,Elektroniczna niania i bezpieczeństwo,Babyphone & Sicherheit,Babyphone & Sicherheit,Elektroniczna niania i bezpieczeństwo,Babyphone & Sicherheit,Babyphone & Sicherheit,Elektroniczna niania i bezpieczeństwo,Babyphone & Sicherheit,Babyphone & Sicherheit,Elektroniczna niania i bezpieczeństwo,Babyphone & Sicherheit,Babyphone & Sicherheit,,,
SUB_20004,MC_20001,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Baby carriers & traveling with babies,1,1,1,1,0,1,,Catalog (default),,Nosidełka i podróżowanie z dziećmi,Babytragen & Reisen mit Babys,Babytragen & Reisen mit Babys,Nosidełka i podróżowanie z dziećmi,Babytragen & Reisen mit Babys,Babytragen & Reisen mit Babys,Nosidełka i podróżowanie z dziećmi,Babytragen & Reisen mit Babys,Babytragen & Reisen mit Babys,Nosidełka i podróżowanie z dziećmi,Babytragen & Reisen mit Babys,Babytragen & Reisen mit Babys,,,
SUB_20005,MC_20001,Child Seats,Child Seats,Child Seats,Child Seats,1,1,1,1,0,1,,Catalog (default),,Foteliki dla dzieci,Kindersitze,Kindersitze,Foteliki dla dzieci,Kindersitze,Kindersitze,Foteliki dla dzieci,Kindersitze,Kindersitze,Foteliki dla dzieci,Kindersitze,Kindersitze,,,
SUB_20006,MC_20001,Strollers & Accessories,Strollers & Accessories,Strollers & Accessories,Strollers & Accessories,1,1,1,1,0,1,,Catalog (default),,Wózki i akcesoria,Kinderwagen & Zubehör,Kinderwagen & Zubehör,Wózki i akcesoria,Kinderwagen & Zubehör,Kinderwagen & Zubehör,Wózki i akcesoria,Kinderwagen & Zubehör,Kinderwagen & Zubehör,Wózki i akcesoria,Kinderwagen & Zubehör,Kinderwagen & Zubehör,,,
SUB_20007,MC_20001,Nursery,Nursery,Nursery,Nursery,1,1,1,1,0,1,,Catalog (default),,Pokój dziecięcy,Kinderzimmer,Kinderzimmer,Pokój dziecięcy,Kinderzimmer,Kinderzimmer,Pokój dziecięcy,Kinderzimmer,Kinderzimmer,Pokój dziecięcy,Kinderzimmer,Kinderzimmer,,,
SUB_20008,MC_20001,Toys,Toys,Toys,Toys,1,1,1,1,0,1,,Catalog (default),,Zabawki,Spielwaren,Spielwaren,Zabawki,Spielwaren,Spielwaren,Zabawki,Spielwaren,Spielwaren,Zabawki,Spielwaren,Spielwaren,,,
SUB_20008_01,SUB_20008,Learning toys,Learning toys,Learning toys,Learning toys,1,1,1,1,0,1,,Catalog (default),,Zabawki edukacyjne,Lernspielzeug,Lernspielzeug,Zabawki edukacyjne,Lernspielzeug,Lernspielzeug,Zabawki edukacyjne,Lernspielzeug,Lernspielzeug,Zabawki edukacyjne,Lernspielzeug,Lernspielzeug,,,
SUB_20008_02,SUB_20008,Outdoor toys,Outdoor toys,Outdoor toys,Outdoor toys,1,1,1,1,0,1,,Catalog (default),,Zabawki ogrodowe,Outdoor-Spielzeug,Outdoor-Spielzeug,Zabawki ogrodowe,Outdoor-Spielzeug,Outdoor-Spielzeug,Zabawki ogrodowe,Outdoor-Spielzeug,Outdoor-Spielzeug,Zabawki ogrodowe,Outdoor-Spielzeug,Outdoor-Spielzeug,,,
SUB_20008_03,SUB_20008,Wooden toys,Wooden toys,Wooden toys,Wooden toys,1,1,1,1,0,1,,Catalog (default),,Zabawki drewniane,Holzspielzeug,Holzspielzeug,Zabawki drewniane,Holzspielzeug,Holzspielzeug,Zabawki drewniane,Holzspielzeug,Holzspielzeug,Zabawki drewniane,Holzspielzeug,Holzspielzeug,,,
SUB_20008_04,SUB_20008,Board games,Board games,Board games,Board games,1,1,1,1,0,1,,Catalog (default),,Gry planszowe,Gesellschaftsspiele,Gesellschaftsspiele,Gry planszowe,Gesellschaftsspiele,Gesellschaftsspiele,Gry planszowe,Gesellschaftsspiele,Gesellschaftsspiele,Gry planszowe,Gesellschaftsspiele,Gesellschaftsspiele,,,
SUB_20008_05,SUB_20008,Electric toys,Electric toys,Electric toys,Electric toys,1,1,1,1,0,1,,Catalog (default),,Zabawki elektroniczne,Elektrospielzeug,Elektrospielzeug,Zabawki elektroniczne,Elektrospielzeug,Elektrospielzeug,Zabawki elektroniczne,Elektrospielzeug,Elektrospielzeug,Zabawki elektroniczne,Elektrospielzeug,Elektrospielzeug,,,
SUB_20008_06,SUB_20008,Children´s vehicles,Children´s vehicles,Children´s vehicles,Children´s vehicles,1,1,1,1,0,1,,Catalog (default),,Pojazdy dziecięce,Kinderfahrzeuge,Kinderfahrzeuge,Pojazdy dziecięce,Kinderfahrzeuge,Kinderfahrzeuge,Pojazdy dziecięce,Kinderfahrzeuge,Kinderfahrzeuge,Pojazdy dziecięce,Kinderfahrzeuge,Kinderfahrzeuge,,,
SUB_20008_07,SUB_20008,Game & action figures,Game & action figures,Game & action figures,Game & action figures,1,1,1,1,0,1,,Catalog (default),,Gry i figurki akcji,Spiel- & Actionfiguren,Spiel- & Actionfiguren,Gry i figurki akcji,Spiel- & Actionfiguren,Spiel- & Actionfiguren,Gry i figurki akcji,Spiel- & Actionfiguren,Spiel- & Actionfiguren,Gry i figurki akcji,Spiel- & Actionfiguren,Spiel- & Actionfiguren,,,
SUB_20008_08,SUB_20008,Construction kits / building blocks,Construction kits / building blocks,Construction kits / building blocks,Construction kits / building blocks,1,1,1,1,0,1,,Catalog (default),,Zestawy budowlane / klocki,Baukästen/Bausteine,Baukästen/Bausteine,Zestawy budowlane / klocki,Baukästen/Bausteine,Baukästen/Bausteine,Zestawy budowlane / klocki,Baukästen/Bausteine,Baukästen/Bausteine,Zestawy budowlane / klocki,Baukästen/Bausteine,Baukästen/Bausteine,,,
SUB_20008_09,SUB_20008,Racetrack,Racetrack,Racetrack,Racetrack,1,1,1,1,0,1,,Catalog (default),,Tor wyścigowy,Rennbahn,Rennbahn,Tor wyścigowy,Rennbahn,Rennbahn,Tor wyścigowy,Rennbahn,Rennbahn,Tor wyścigowy,Rennbahn,Rennbahn,,,
SUB_20008_10,SUB_20008,Painting & handicrafts,Painting & handicrafts,Painting & handicrafts,Painting & handicrafts,1,1,1,1,0,1,,Catalog (default),,Malarstwo i rękodzieło,Malen & Basteln,Malen & Basteln,Malarstwo i rękodzieło,Malen & Basteln,Malen & Basteln,Malarstwo i rękodzieło,Malen & Basteln,Malen & Basteln,Malarstwo i rękodzieło,Malen & Basteln,Malen & Basteln,,,
SUB_20008_11,SUB_20008,Stuffed animals,Stuffed animals,Stuffed animals,Stuffed animals,1,1,1,1,0,1,,Catalog (default),,Zabawki pluszowe,Stofftiere,Stofftiere,Zabawki pluszowe,Stofftiere,Stofftiere,Zabawki pluszowe,Stofftiere,Stofftiere,Zabawki pluszowe,Stofftiere,Stofftiere,,,
MC_30001,shop,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,1,1,1,1,0,1,,Catalog (default),,Zdrowie i uroda,Beauty & Gesundheit,Beauty & Gesundheit,Zdrowie i uroda,Beauty & Gesundheit,Beauty & Gesundheit,Zdrowie i uroda,Beauty & Gesundheit,Beauty & Gesundheit,Zdrowie i uroda,Beauty & Gesundheit,Beauty & Gesundheit,,,
SUB_30001,MC_30001,Household Items,Household Items,Household Items,Household Items,1,1,1,1,0,1,,Catalog (default),,Artykuły gospodarstwa domowego,Haushaltsartikel,Haushaltsartikel,Artykuły gospodarstwa domowego,Haushaltsartikel,Haushaltsartikel,Artykuły gospodarstwa domowego,Haushaltsartikel,Haushaltsartikel,Artykuły gospodarstwa domowego,Haushaltsartikel,Haushaltsartikel,,,
SUB_30002,MC_30001,Contact Lenses & Glasses,Contact Lenses & Glasses,Contact Lenses & Glasses,Contact Lenses & Glasses,1,1,1,1,0,1,,Catalog (default),,Soczewki kontaktowe i okulary,Kontaktlinsen & Brillen,Kontaktlinsen & Brillen,Soczewki kontaktowe i okulary,Kontaktlinsen & Brillen,Kontaktlinsen & Brillen,Soczewki kontaktowe i okulary,Kontaktlinsen & Brillen,Kontaktlinsen & Brillen,Soczewki kontaktowe i okulary,Kontaktlinsen & Brillen,Kontaktlinsen & Brillen,,,
SUB_30003,MC_30001,Cosmetics & Fragrances,Cosmetics & Fragrances,Cosmetics & Fragrances,Cosmetics & Fragrances,1,1,1,1,0,1,,Catalog (default),,Kosmetyki i zapachy,Kosmetik & Düfte,Kosmetik & Düfte,Kosmetyki i zapachy,Kosmetik & Düfte,Kosmetik & Düfte,Kosmetyki i zapachy,Kosmetik & Düfte,Kosmetik & Düfte,Kosmetyki i zapachy,Kosmetik & Düfte,Kosmetik & Düfte,,,
SUB_30003_01,SUB_30003,Women´s fragrances,Women´s fragrances,Women´s fragrances,Women´s fragrances,1,1,1,1,0,1,,Catalog (default),,Zapachy damskie,Damendüfte,Damendüfte,Zapachy damskie,Damendüfte,Damendüfte,Zapachy damskie,Damendüfte,Damendüfte,Zapachy damskie,Damendüfte,Damendüfte,,,
SUB_30003_02,SUB_30003,Men´s fragrances,Men´s fragrances,Men´s fragrances,Men´s fragrances,1,1,1,1,0,1,,Catalog (default),,Zapachy męskie,Herrendüfte,Herrendüfte,Zapachy męskie,Herrendüfte,Herrendüfte,Zapachy męskie,Herrendüfte,Herrendüfte,Zapachy męskie,Herrendüfte,Herrendüfte,,,
SUB_30004,MC_30001,Body Hygiene & Care,Body Hygiene & Care,Body Hygiene & Care,Body Hygiene & Care,1,1,1,1,0,1,,Catalog (default),,Higiena i pielęgnacja ciała,Körperhygiene & Pflege,Körperhygiene & Pflege,Higiena i pielęgnacja ciała,Körperhygiene & Pflege,Körperhygiene & Pflege,Higiena i pielęgnacja ciała,Körperhygiene & Pflege,Körperhygiene & Pflege,Higiena i pielęgnacja ciała,Körperhygiene & Pflege,Körperhygiene & Pflege,,,
SUB_30004_01,SUB_30004,Shower & bath products,Shower & bath products,Shower & bath products,Shower & bath products,1,1,1,1,0,1,,Catalog (default),,Produkty pod prysznic i do kąpieli,Dusch-& Badeprodukte,Dusch-& Badeprodukte,Produkty pod prysznic i do kąpieli,Dusch-& Badeprodukte,Dusch-& Badeprodukte,Produkty pod prysznic i do kąpieli,Dusch-& Badeprodukte,Dusch-& Badeprodukte,Produkty pod prysznic i do kąpieli,Dusch-& Badeprodukte,Dusch-& Badeprodukte,,,
SUB_30004_02,SUB_30004,Deodorants,Deodorants,Deodorants,Deodorants,1,1,1,1,0,1,,Catalog (default),,Dezodoranty,Deodorants,Deodorants,Dezodoranty,Deodorants,Deodorants,Dezodoranty,Deodorants,Deodorants,Dezodoranty,Deodorants,Deodorants,,,
SUB_30004_03,SUB_30004,Sun Care,Sun Care,Sun Care,Sun Care,1,1,1,1,0,1,,Catalog (default),,Ochrona przeciwsłoneczna,Sonnenpfelge,Sonnenpfelge,Ochrona przeciwsłoneczna,Sonnenpfelge,Sonnenpfelge,Ochrona przeciwsłoneczna,Sonnenpfelge,Sonnenpfelge,Ochrona przeciwsłoneczna,Sonnenpfelge,Sonnenpfelge,,,
SUB_30004_04,SUB_30004,Dental Care,Dental Care,Dental Care,Dental Care,1,1,1,1,0,1,,Catalog (default),,Pielęgnacja zębów,Zahnpflege,Zahnpflege,Pielęgnacja zębów,Zahnpflege,Zahnpflege,Pielęgnacja zębów,Zahnpflege,Zahnpflege,Pielęgnacja zębów,Zahnpflege,Zahnpflege,,,
SUB_30005,MC_30001,Love & Contraception,Love & Contraception,Love & Contraception,Love & Contraception,1,1,1,1,0,1,,Catalog (default),,Miłość i antykoncepcja,Liebe & Verhütung,Liebe & Verhütung,Miłość i antykoncepcja,Liebe & Verhütung,Liebe & Verhütung,Miłość i antykoncepcja,Liebe & Verhütung,Liebe & Verhütung,Miłość i antykoncepcja,Liebe & Verhütung,Liebe & Verhütung,,,
SUB_30006,MC_30001,Medicine & Food Supplements,Medicine & Food Supplements,Medicine & Food Supplements,Medicine & Food Supplements,1,1,1,1,0,1,,Catalog (default),,Medycyna i suplementy diety,Medizin & Nahrungsergänzung,Medizin & Nahrungsergänzung,Medycyna i suplementy diety,Medizin & Nahrungsergänzung,Medizin & Nahrungsergänzung,Medycyna i suplementy diety,Medizin & Nahrungsergänzung,Medizin & Nahrungsergänzung,Medycyna i suplementy diety,Medizin & Nahrungsergänzung,Medizin & Nahrungsergänzung,,,
SUB_30007,MC_30001,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medical supplies & clinic supplies,1,1,1,1,0,1,,Catalog (default),,Produkty medyczne i artykuły szpitalne,Sanitätshaus & Klinikbedarf,Sanitätshaus & Klinikbedarf,Produkty medyczne i artykuły szpitalne,Sanitätshaus & Klinikbedarf,Sanitätshaus & Klinikbedarf,Produkty medyczne i artykuły szpitalne,Sanitätshaus & Klinikbedarf,Sanitätshaus & Klinikbedarf,Produkty medyczne i artykuły szpitalne,Sanitätshaus & Klinikbedarf,Sanitätshaus & Klinikbedarf,,,
MC_40001,shop,"Books, Movies, TV Shows & Music","Books, Movies, TV Shows & Music","Books, Movies, TV Shows & Music","Books, Movies, TV Shows & Music",1,1,1,1,0,1,,Catalog (default),,"Książki, filmy, programy TV i muzyka","Bücher, Filme, Serien & Musik","Bücher, Filme, Serien & Musik","Książki, filmy, programy TV i muzyka","Bücher, Filme, Serien & Musik","Bücher, Filme, Serien & Musik","Książki, filmy, programy TV i muzyka","Bücher, Filme, Serien & Musik","Bücher, Filme, Serien & Musik","Książki, filmy, programy TV i muzyka","Bücher, Filme, Serien & Musik","Bücher, Filme, Serien & Musik",,,
SUB_40001,MC_40001,Books,Books,Books,Books,1,1,1,1,0,1,,Catalog (default),,Książki,Bücher,Bücher,Książki,Bücher,Bücher,Książki,Bücher,Bücher,Książki,Bücher,Bücher,,,
SUB_40002,MC_40001,Audio Books,Audio Books,Audio Books,Audio Books,1,1,1,1,0,1,,Catalog (default),,Audiobooki,Hörbücher,Hörbücher,Audiobooki,Hörbücher,Hörbücher,Audiobooki,Hörbücher,Hörbücher,Audiobooki,Hörbücher,Hörbücher,,,
SUB_40003,MC_40001,Calendar,Calendar,Calendar,Calendar,1,1,1,1,0,1,,Catalog (default),,Kalendarze,Kalender,Kalender,Kalendarze,Kalender,Kalender,Kalendarze,Kalender,Kalender,Kalendarze,Kalender,Kalender,,,
SUB_40004,MC_40001,Movies,Movies,Movies,Movies,1,1,1,1,0,1,,Catalog (default),,Filmy,Filme,Filme,Filmy,Filme,Filme,Filmy,Filme,Filme,Filmy,Filme,Filme,,,
SUB_40005,MC_40001,TV Series,TV Series,TV Series,TV Series,1,1,1,1,0,1,,Catalog (default),,Programy TV,TV Serien,TV Serien,Programy TV,TV Serien,TV Serien,Programy TV,TV Serien,TV Serien,Programy TV,TV Serien,TV Serien,,,
SUB_40006,MC_40001,Music,Music,Music,Music,1,1,1,1,0,1,,Catalog (default),,Muzyka,Musik,Musik,Muzyka,Musik,Musik,Muzyka,Musik,Musik,Muzyka,Musik,Musik,,,
MC_50001,shop,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,1,1,1,1,0,1,,Catalog (default),,Artykuły biurowe i artykuły papiernicze,Bürobedarf & Schreibwaren,Bürobedarf & Schreibwaren,Artykuły biurowe i artykuły papiernicze,Bürobedarf & Schreibwaren,Bürobedarf & Schreibwaren,Artykuły biurowe i artykuły papiernicze,Bürobedarf & Schreibwaren,Bürobedarf & Schreibwaren,Artykuły biurowe i artykuły papiernicze,Bürobedarf & Schreibwaren,Bürobedarf & Schreibwaren,,,
SUB_50001,MC_50001,Office equipment,Office equipment,Office equipment,Office equipment,1,1,1,1,0,1,,Catalog (default),,Wyposażenie biura,Büroausstattung,Büroausstattung,Wyposażenie biura,Büroausstattung,Büroausstattung,Wyposażenie biura,Büroausstattung,Büroausstattung,Wyposażenie biura,Büroausstattung,Büroausstattung,,,
SUB_50002,MC_50001,Office organization,Office organization,Office organization,Office organization,1,1,1,1,0,1,,Catalog (default),,Organizacja biura,Büroorganisation,Büroorganisation,Organizacja biura,Büroorganisation,Büroorganisation,Organizacja biura,Büroorganisation,Büroorganisation,Organizacja biura,Büroorganisation,Büroorganisation,,,
SUB_50003,MC_50001,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,1,1,1,1,0,1,,Catalog (default),,Opakowania i kartki prezentowe,Geschenkverpackungen & Geschenkkarten,Geschenkverpackungen & Geschenkkarten,Opakowania i kartki prezentowe,Geschenkverpackungen & Geschenkkarten,Geschenkverpackungen & Geschenkkarten,Opakowania i kartki prezentowe,Geschenkverpackungen & Geschenkkarten,Geschenkverpackungen & Geschenkkarten,Opakowania i kartki prezentowe,Geschenkverpackungen & Geschenkkarten,Geschenkverpackungen & Geschenkkarten,,,
SUB_50004,MC_50001,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,1,1,1,1,0,1,,Catalog (default),,Materiały do malowania i rękodzieła,Malbedarf & Bastelbedarf,Malbedarf & Bastelbedarf,Materiały do malowania i rękodzieła,Malbedarf & Bastelbedarf,Malbedarf & Bastelbedarf,Materiały do malowania i rękodzieła,Malbedarf & Bastelbedarf,Malbedarf & Bastelbedarf,Materiały do malowania i rękodzieła,Malbedarf & Bastelbedarf,Malbedarf & Bastelbedarf,,,
SUB_50005,MC_50001,Stationery,Stationery,Stationery,Stationery,1,1,1,1,0,1,,Catalog (default),,Artykuły biurowe,Papierwaren,Papierwaren,Artykuły biurowe,Papierwaren,Papierwaren,Artykuły biurowe,Papierwaren,Papierwaren,Artykuły biurowe,Papierwaren,Papierwaren,,,
SUB_50006,MC_50001,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,1,1,1,1,0,1,,Catalog (default),,Akcesoria do prezentacji,Präsentationszubehör,Präsentationszubehör,Akcesoria do prezentacji,Präsentationszubehör,Präsentationszubehör,Akcesoria do prezentacji,Präsentationszubehör,Präsentationszubehör,Akcesoria do prezentacji,Präsentationszubehör,Präsentationszubehör,,,
SUB_50007,MC_50001,"Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue",1,1,1,1,0,1,,Catalog (default),,"Nożyczki, zszywacze i kleje","Scheren, Hefter & Kleber","Scheren, Hefter & Kleber","Nożyczki, zszywacze i kleje","Scheren, Hefter & Kleber","Scheren, Hefter & Kleber","Nożyczki, zszywacze i kleje","Scheren, Hefter & Kleber","Scheren, Hefter & Kleber","Nożyczki, zszywacze i kleje","Scheren, Hefter & Kleber","Scheren, Hefter & Kleber",,,
SUB_50008,MC_50001,Schreibwaren,Stationery,Stationery,Stationery,1,1,1,1,0,1,,Catalog (default),,Artykuły piśmiennicze,Schreibwaren,Schreibwaren,Artykuły piśmiennicze,Schreibwaren,Schreibwaren,Artykuły piśmiennicze,Schreibwaren,Schreibwaren,Artykuły piśmiennicze,Schreibwaren,Schreibwaren,,,
SUB_50009,MC_50001,School supplies,School supplies,School supplies,School supplies,1,1,1,1,0,1,,Catalog (default),,Przybory szkolne,Schulbedarf,Schulbedarf,Przybory szkolne,Schulbedarf,Schulbedarf,Przybory szkolne,Schulbedarf,Schulbedarf,Przybory szkolne,Schulbedarf,Schulbedarf,,,
