category_key,parent_category_key,name.en_US,meta_title.en_US,meta_description.en_US,meta_keywords.en_US,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,name.nb_NO,name.fi_FI,name.da_DK,name.sv_SE,meta_title.nb_NO,meta_title.fi_FI,meta_title.da_DK,meta_title.sv_SE,meta_description.nb_NO,meta_description.fi_FI,meta_description.da_DK,meta_description.sv_SE,meta_keywords.nb_NO,meta_keywords.fi_FI,meta_keywords.da_DK,meta_keywords.sv_SE,category_image_name.nb_NO,category_image_name.fi_FI,category_image_name.da_DK,category_image_name.sv_SE
SUB_15007,MC_15001,"Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery",1,1,1,1,0,1,7,Catalog (default),,"Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery",,"Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery",,,,
SUB_15008,MC_15001,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,1,1,1,1,0,1,8,Catalog (default),,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,,,,
SUB_15009,MC_15001,Frozen Foods,Frozen Foods,Frozen Foods,Frozen Foods,1,1,1,1,0,1,9,Catalog (default),,Frozen Foods,Frozen Foods,Frozen Foods,Frozen Foods,,Frozen Foods,Frozen Foods,Frozen Foods,Frozen Foods,Frozen Foods,Frozen Foods,Frozen Foods,Frozen Foods,Frozen Foods,Frozen Foods,Frozen Foods,,,,
SUB_15010,MC_15001,Beverages,Beverages,Beverages,Beverages,1,1,1,1,0,1,10,Catalog (default),,Beverages,Beverages,Beverages,Beverages,,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,,,,
SUB_15011,MC_15001,Baby Care,Baby Care,Baby Care,Baby Care,1,1,1,1,0,1,11,Catalog (default),,Baby Care,Baby Care,Baby Care,Baby Care,,Baby Care,Baby Care,Baby Care,Baby Care,Baby Care,Baby Care,Baby Care,Baby Care,Baby Care,Baby Care,Baby Care,,,,
SUB_15012,MC_15001,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,1,1,1,1,0,1,12,Catalog (default),,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,,,,
SUB_15013,MC_15001,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,1,1,1,1,0,1,13,Catalog (default),,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,,,,
SUB_15014,MC_15001,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,1,1,1,1,0,1,14,Catalog (default),,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,,,,
SUB_20001,MC_20001,Baby food & accessories,Baby food & accessories,Baby food & accessories,Baby food & accessories,1,1,1,1,0,1,,Catalog (default),,Barnemat og tilbehør,Baby food & accessories,Baby food & accessories,Baby food & accessories,Barnemat og tilbehør,Baby food & accessories,Baby food & accessories,Baby food & accessories,Barnemat og tilbehør,Baby food & accessories,Baby food & accessories,Baby food & accessories,Barnemat og tilbehør,Baby food & accessories,Baby food & accessories,Baby food & accessories,,,,
SUB_20002,MC_20001,Baby care & diapering accessories,Baby care & diapering accessories,Baby care & diapering accessories,Baby care & diapering accessories,1,1,1,1,0,1,,Catalog (default),,Babypleie og bleietilbehør,Baby care & diapering accessories,Baby care & diapering accessories,Baby care & diapering accessories,Babypleie og bleietilbehør,Baby care & diapering accessories,Baby care & diapering accessories,Baby care & diapering accessories,Babypleie og bleietilbehør,Baby care & diapering accessories,Baby care & diapering accessories,Baby care & diapering accessories,Babypleie og bleietilbehør,Baby care & diapering accessories,Baby care & diapering accessories,Baby care & diapering accessories,,,,
SUB_20003,MC_20001,Baby monitors & safety,Baby monitors & safety,Baby monitors & safety,Baby monitors & safety,1,1,1,1,0,1,,Catalog (default),,Babymonitorer og sikkerhet,Baby monitors & safety,Baby monitors & safety,Baby monitors & safety,Babymonitorer og sikkerhet,Baby monitors & safety,Baby monitors & safety,Baby monitors & safety,Babymonitorer og sikkerhet,Baby monitors & safety,Baby monitors & safety,Baby monitors & safety,Babymonitorer og sikkerhet,Baby monitors & safety,Baby monitors & safety,Baby monitors & safety,,,,
SUB_20004,MC_20001,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Baby carriers & traveling with babies,1,1,1,1,0,1,,Catalog (default),,Bæreseler og reisetilbehør for babyer,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Bæreseler og reisetilbehør for babyer,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Bæreseler og reisetilbehør for babyer,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Bæreseler og reisetilbehør for babyer,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Baby carriers & traveling with babies,,,,
SUB_20005,MC_20001,Child Seats,Child Seats,Child Seats,Child Seats,1,1,1,1,0,1,,Catalog (default),,Barneseter,Child Seats,Child Seats,Child Seats,Barneseter,Child Seats,Child Seats,Child Seats,Barneseter,Child Seats,Child Seats,Child Seats,Barneseter,Child Seats,Child Seats,Child Seats,,,,
SUB_20006,MC_20001,Strollers & Accessories,Strollers & Accessories,Strollers & Accessories,Strollers & Accessories,1,1,1,1,0,1,,Catalog (default),,Barnevogner og tilbehør,Strollers & Accessories,Strollers & Accessories,Strollers & Accessories,Barnevogner og tilbehør,Strollers & Accessories,Strollers & Accessories,Strollers & Accessories,Barnevogner og tilbehør,Strollers & Accessories,Strollers & Accessories,Strollers & Accessories,Barnevogner og tilbehør,Strollers & Accessories,Strollers & Accessories,Strollers & Accessories,,,,
SUB_20007,MC_20001,Nursery,Nursery,Nursery,Nursery,1,1,1,1,0,1,,Catalog (default),,Babypleie ,Nursery,Nursery,Nursery,Babypleie ,Nursery,Nursery,Nursery,Babypleie ,Nursery,Nursery,Nursery,Babypleie ,Nursery,Nursery,Nursery,,,,
SUB_20008,MC_20001,Toys,Toys,Toys,Toys,1,1,1,1,0,1,918,Catalog (default),,Leker,Toys,Toys,Toys,Leker,Toys,Toys,Toys,Leker,Toys,Toys,Toys,Leker,Toys,Toys,Toys,,,,
SUB_20008_01,SUB_20008,Learning toys,Learning toys,Learning toys,Learning toys,1,1,1,1,0,1,,Catalog (default),,Pedagogiske leker/ læreleker ,Learning toys,Learning toys,Learning toys,Pedagogiske leker/ læreleker ,Learning toys,Learning toys,Learning toys,Pedagogiske leker/ læreleker ,Learning toys,Learning toys,Learning toys,Pedagogiske leker/ læreleker ,Learning toys,Learning toys,Learning toys,,,,
SUB_20008_02,SUB_20008,Outdoor toys,Outdoor toys,Outdoor toys,Outdoor toys,1,1,1,1,0,1,,Catalog (default),,Utendørsleker,Outdoor toys,Outdoor toys,Outdoor toys,Utendørsleker,Outdoor toys,Outdoor toys,Outdoor toys,Utendørsleker,Outdoor toys,Outdoor toys,Outdoor toys,Utendørsleker,Outdoor toys,Outdoor toys,Outdoor toys,,,,
SUB_20008_03,SUB_20008,Wooden toys,Wooden toys,Wooden toys,Wooden toys,1,1,1,1,0,1,,Catalog (default),,Treleker,Wooden toys,Wooden toys,Wooden toys,Treleker,Wooden toys,Wooden toys,Wooden toys,Treleker,Wooden toys,Wooden toys,Wooden toys,Treleker,Wooden toys,Wooden toys,Wooden toys,,,,
SUB_20008_04,SUB_20008,Board games,Board games,Board games,Board games,1,1,1,1,0,1,,Catalog (default),,Brettspill,Board games,Board games,Board games,Brettspill,Board games,Board games,Board games,Brettspill,Board games,Board games,Board games,Brettspill,Board games,Board games,Board games,,,,
SUB_20008_05,SUB_20008,Electric toys,Electric toys,Electric toys,Electric toys,1,1,1,1,0,1,,Catalog (default),,Elektriske leker,Electric toys,Electric toys,Electric toys,Elektriske leker,Electric toys,Electric toys,Electric toys,Elektriske leker,Electric toys,Electric toys,Electric toys,Elektriske leker,Electric toys,Electric toys,Electric toys,,,,
SUB_20008_06,SUB_20008,Children´s vehicles,Children´s vehicles,Children´s vehicles,Children´s vehicles,1,1,1,1,0,1,,Catalog (default),,Barnebiler/Lekebiler,Children´s vehicles,Children´s vehicles,Children´s vehicles,Barnebiler/Lekebiler,Children´s vehicles,Children´s vehicles,Children´s vehicles,Barnebiler/Lekebiler,Children´s vehicles,Children´s vehicles,Children´s vehicles,Barnebiler/Lekebiler,Children´s vehicles,Children´s vehicles,Children´s vehicles,,,,
SUB_20008_07,SUB_20008,Game & action figures,Game & action figures,Game & action figures,Game & action figures,1,1,1,1,0,1,,Catalog (default),,Spill og actionfigurer,Game & action figures,Game & action figures,Game & action figures,Spill og actionfigurer,Game & action figures,Game & action figures,Game & action figures,Spill og actionfigurer,Game & action figures,Game & action figures,Game & action figures,Spill og actionfigurer,Game & action figures,Game & action figures,Game & action figures,,,,
SUB_20008_08,SUB_20008,Construction kits / building blocks,Construction kits / building blocks,Construction kits / building blocks,Construction kits / building blocks,1,1,1,1,0,1,,Catalog (default),,Byggesett/Byggeklosser,Construction kits / building blocks,Construction kits / building blocks,Construction kits / building blocks,Byggesett/Byggeklosser,Construction kits / building blocks,Construction kits / building blocks,Construction kits / building blocks,Byggesett/Byggeklosser,Construction kits / building blocks,Construction kits / building blocks,Construction kits / building blocks,Byggesett/Byggeklosser,Construction kits / building blocks,Construction kits / building blocks,Construction kits / building blocks,,,,
SUB_20008_09,SUB_20008,Racetrack,Racetrack,Racetrack,Racetrack,1,1,1,1,0,1,,Catalog (default),,Bilbane ,Racetrack,Racetrack,Racetrack,Bilbane ,Racetrack,Racetrack,Racetrack,Bilbane ,Racetrack,Racetrack,Racetrack,Bilbane ,Racetrack,Racetrack,Racetrack,,,,
SUB_20008_10,SUB_20008,Painting & handicrafts,Painting & handicrafts,Painting & handicrafts,Painting & handicrafts,1,1,1,1,0,1,,Catalog (default),,Maling og håndverk,Painting & handicrafts,Painting & handicrafts,Painting & handicrafts,Maling og håndverk,Painting & handicrafts,Painting & handicrafts,Painting & handicrafts,Maling og håndverk,Painting & handicrafts,Painting & handicrafts,Painting & handicrafts,Maling og håndverk,Painting & handicrafts,Painting & handicrafts,Painting & handicrafts,,,,
SUB_20008_11,SUB_20008,Stuffed animals,Stuffed animals,Stuffed animals,Stuffed animals,1,1,1,1,0,1,,Catalog (default),,Kosedyr,Stuffed animals,Stuffed animals,Stuffed animals,Kosedyr,Stuffed animals,Stuffed animals,Stuffed animals,Kosedyr,Stuffed animals,Stuffed animals,Stuffed animals,Kosedyr,Stuffed animals,Stuffed animals,Stuffed animals,,,,
SUB_20008_12,SUB_20008,Toys for babies (0-12M),Toys for babies (0-12M),Toys for babies (0-12M),Toys for babies (0-12M),1,1,1,1,0,1,,Catalog (default),,Babyleker (0-12 mndr),Toys for babies (0-12M),Toys for babies (0-12M),Toys for babies (0-12M),Babyleker (0-12 mndr),Toys for babies (0-12M),Toys for babies (0-12M),Toys for babies (0-12M),Babyleker (0-12 mndr),Toys for babies (0-12M),Toys for babies (0-12M),Toys for babies (0-12M),Babyleker (0-12 mndr),Toys for babies (0-12M),Toys for babies (0-12M),Toys for babies (0-12M),,,,
SUB_30001,MC_30001,Household Items,Household Items,Household Items,Household Items,1,1,1,1,0,1,,Catalog (default),,Husholdningsartikler,Household Items,Household Items,Household Items,Husholdningsartikler,Household Items,Household Items,Household Items,Husholdningsartikler,Household Items,Household Items,Household Items,Husholdningsartikler,Household Items,Household Items,Household Items,,,,
SUB_30002,MC_30001,Contact Lenses & Glasses,Contact Lenses & Glasses,Contact Lenses & Glasses,Contact Lenses & Glasses,1,1,1,1,0,1,,Catalog (default),,Kontaktlinser og briller,Contact Lenses & Glasses,Contact Lenses & Glasses,Contact Lenses & Glasses,Kontaktlinser og briller,Contact Lenses & Glasses,Contact Lenses & Glasses,Contact Lenses & Glasses,Kontaktlinser og briller,Contact Lenses & Glasses,Contact Lenses & Glasses,Contact Lenses & Glasses,Kontaktlinser og briller,Contact Lenses & Glasses,Contact Lenses & Glasses,Contact Lenses & Glasses,,,,
SUB_30003,MC_30001,Cosmetics & Fragrances,Cosmetics & Fragrances,Cosmetics & Fragrances,Cosmetics & Fragrances,1,1,1,1,0,1,,Catalog (default),,Kosmetikk og dufter,Cosmetics & Fragrances,Cosmetics & Fragrances,Cosmetics & Fragrances,Kosmetikk og dufter,Cosmetics & Fragrances,Cosmetics & Fragrances,Cosmetics & Fragrances,Kosmetikk og dufter,Cosmetics & Fragrances,Cosmetics & Fragrances,Cosmetics & Fragrances,Kosmetikk og dufter,Cosmetics & Fragrances,Cosmetics & Fragrances,Cosmetics & Fragrances,,,,
SUB_30003_01,SUB_30003,Womens fragrances,Womens fragrances,Womens fragrances,Womens fragrances,1,1,1,1,0,1,,Catalog (default),,Dameparfymer,Womens fragrances,Womens fragrances,Womens fragrances,Dameparfymer,Womens fragrances,Womens fragrances,Womens fragrances,Dameparfymer,Womens fragrances,Womens fragrances,Womens fragrances,Dameparfymer,Womens fragrances,Womens fragrances,Womens fragrances,,,,
SUB_30003_02,SUB_30003,Mens fragrances,Mens fragrances,Mens fragrances,Mens fragrances,1,1,1,1,0,1,,Catalog (default),,Herreparfyme,Mens fragrances,Mens fragrances,Mens fragrances,Herreparfyme,Mens fragrances,Mens fragrances,Mens fragrances,Herreparfyme,Mens fragrances,Mens fragrances,Mens fragrances,Herreparfyme,Mens fragrances,Mens fragrances,Mens fragrances,,,,
SUB_30004,MC_30001,Body Hygiene & Care,Body Hygiene & Care,Body Hygiene & Care,Body Hygiene & Care,1,1,1,1,0,1,,Catalog (default),,Kroppshygiene og pleie,Body Hygiene & Care,Body Hygiene & Care,Body Hygiene & Care,Kroppshygiene og pleie,Body Hygiene & Care,Body Hygiene & Care,Body Hygiene & Care,Kroppshygiene og pleie,Body Hygiene & Care,Body Hygiene & Care,Body Hygiene & Care,Kroppshygiene og pleie,Body Hygiene & Care,Body Hygiene & Care,Body Hygiene & Care,,,,
SUB_30004_01,SUB_30004,Shower & bath products,Shower & bath products,Shower & bath products,Shower & bath products,1,1,1,1,0,1,,Catalog (default),,Dusj- og badeprodukter,Shower & bath products,Shower & bath products,Shower & bath products,Dusj- og badeprodukter,Shower & bath products,Shower & bath products,Shower & bath products,Dusj- og badeprodukter,Shower & bath products,Shower & bath products,Shower & bath products,Dusj- og badeprodukter,Shower & bath products,Shower & bath products,Shower & bath products,,,,
SUB_30004_02,SUB_30004,Deodorants,Deodorants,Deodorants,Deodorants,1,1,1,1,0,1,,Catalog (default),,Deodoranter,Deodorants,Deodorants,Deodorants,Deodoranter,Deodorants,Deodorants,Deodorants,Deodoranter,Deodorants,Deodorants,Deodorants,Deodoranter,Deodorants,Deodorants,Deodorants,,,,
SUB_30004_03,SUB_30004,Sun Care,Sun Care,Sun Care,Sun Care,1,1,1,1,0,1,,Catalog (default),,Solpleie,Sun Care,Sun Care,Sun Care,Solpleie,Sun Care,Sun Care,Sun Care,Solpleie,Sun Care,Sun Care,Sun Care,Solpleie,Sun Care,Sun Care,Sun Care,,,,
SUB_30004_04,SUB_30004,Dental Care,Dental Care,Dental Care,Dental Care,1,1,1,1,0,1,,Catalog (default),,Tannhelse,Dental Care,Dental Care,Dental Care,Tannhelse,Dental Care,Dental Care,Dental Care,Tannhelse,Dental Care,Dental Care,Dental Care,Tannhelse,Dental Care,Dental Care,Dental Care,,,,
SUB_30005,MC_30001,Love & Contraception,Love & Contraception,Love & Contraception,Love & Contraception,1,1,1,1,0,1,,Catalog (default),,Kjærlighet og prevensjon,Love & Contraception,Love & Contraception,Love & Contraception,Kjærlighet og prevensjon,Love & Contraception,Love & Contraception,Love & Contraception,Kjærlighet og prevensjon,Love & Contraception,Love & Contraception,Love & Contraception,Kjærlighet og prevensjon,Love & Contraception,Love & Contraception,Love & Contraception,,,,
SUB_30006,MC_30001,Medicine & Food Supplements,Medicine & Food Supplements,Medicine & Food Supplements,Medicine & Food Supplements,1,1,1,1,0,1,,Catalog (default),,Medisin og kosttilskudd,Medicine & Food Supplements,Medicine & Food Supplements,Medicine & Food Supplements,Medisin og kosttilskudd,Medicine & Food Supplements,Medicine & Food Supplements,Medicine & Food Supplements,Medisin og kosttilskudd,Medicine & Food Supplements,Medicine & Food Supplements,Medicine & Food Supplements,Medisin og kosttilskudd,Medicine & Food Supplements,Medicine & Food Supplements,Medicine & Food Supplements,,,,
SUB_30007,MC_30001,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medical supplies & clinic supplies,1,1,1,1,0,1,,Catalog (default),,Medisinsk utstyr og kliniske artikler,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medisinsk utstyr og kliniske artikler,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medisinsk utstyr og kliniske artikler,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medisinsk utstyr og kliniske artikler,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medical supplies & clinic supplies,,,,
SUB_40001,MC_40001,Books,Books,Books,Books,1,1,1,1,0,1,1,Catalog (default),,Bøker,Books,Books,Books,Bøker,Books,Books,Books,Bøker,Books,Books,Books,Bøker,Books,Books,Books,,,,
SUB_40002,MC_40001,Audio Books,Audio Books,Audio Books,Audio Books,1,1,1,1,0,1,2,Catalog (default),,Lydbøker,Audio Books,Audio Books,Audio Books,Lydbøker,Audio Books,Audio Books,Audio Books,Lydbøker,Audio Books,Audio Books,Audio Books,Lydbøker,Audio Books,Audio Books,Audio Books,,,,
SUB_40003,MC_40001,Calendar,Calendar,Calendar,Calendar,1,1,1,1,0,1,3,Catalog (default),,Kalender,Calendar,Calendar,Calendar,Kalender,Calendar,Calendar,Calendar,Kalender,Calendar,Calendar,Calendar,Kalender,Calendar,Calendar,Calendar,,,,
SUB_40004,MC_40001,Movies,Movies,Movies,Movies,1,1,1,1,0,1,4,Catalog (default),,Filmer,Movies,Movies,Movies,Filmer,Movies,Movies,Movies,Filmer,Movies,Movies,Movies,Filmer,Movies,Movies,Movies,,,,
SUB_40005,MC_40001,TV Series,TV Series,TV Series,TV Series,1,1,1,1,0,1,5,Catalog (default),,TV-serier,TV Series,TV Series,TV Series,TV-serier,TV Series,TV Series,TV Series,TV-serier,TV Series,TV Series,TV Series,TV-serier,TV Series,TV Series,TV Series,,,,
SUB_40006,MC_40001,Music,Music,Music,Music,1,1,1,1,0,1,6,Catalog (default),,Musikk,Music,Music,Music,Musikk,Music,Music,Music,Musikk,Music,Music,Music,Musikk,Music,Music,Music,,,,
SUB_50001,MC_50001,Office equipment,Office equipment,Office equipment,Office equipment,1,1,1,1,0,1,,Catalog (default),,Kontorutstyr,Office equipment,Office equipment,Office equipment,Kontorutstyr,Office equipment,Office equipment,Office equipment,Kontorutstyr,Office equipment,Office equipment,Office equipment,Kontorutstyr,Office equipment,Office equipment,Office equipment,,,,
SUB_50002,MC_50001,Office organization,Office organization,Office organization,Office organization,1,1,1,1,0,1,,Catalog (default),,Kontororganisering,Office organization,Office organization,Office organization,Kontororganisering,Office organization,Office organization,Office organization,Kontororganisering,Office organization,Office organization,Office organization,Kontororganisering,Office organization,Office organization,Office organization,,,,
SUB_50003,MC_50001,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,1,1,1,1,0,1,,Catalog (default),,Gavebokser og gavekort,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gavebokser og gavekort,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gavebokser og gavekort,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gavebokser og gavekort,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,,,,
SUB_50004,MC_50001,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,1,1,1,1,0,1,911,Catalog (default),,Maling og håndverksutstyr,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Maling og håndverksutstyr,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Maling og håndverksutstyr,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Maling og håndverksutstyr,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,,,,
SUB_50005,MC_50001,Paper goods,Paper goods,Paper goods,Paper goods,1,1,1,1,0,1,,Catalog (default),,Papirvarer,Paper goods,Paper goods,Paper goods,Papirvarer,Paper goods,Paper goods,Paper goods,Papirvarer,Paper goods,Paper goods,Paper goods,Papirvarer,Paper goods,Paper goods,Paper goods,,,,
SUB_50006,MC_50001,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,1,1,1,1,0,1,,Catalog (default),,Presentasjonstilbehør,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentasjonstilbehør,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentasjonstilbehør,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentasjonstilbehør,Presentation Accessories,Presentation Accessories,Presentation Accessories,,,,
SUB_50007,MC_50001,"Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue",1,1,1,1,0,1,,Catalog (default),,"Saks, stiftemaskiner og lim","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Saks, stiftemaskiner og lim","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Saks, stiftemaskiner og lim","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Saks, stiftemaskiner og lim","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue",,,,
SUB_50008,MC_50001,Stationery,Stationery,Stationery,Stationery,1,1,1,1,0,1,,Catalog (default),,Skrivesaker,Stationery,Stationery,Stationery,Skrivesaker,Stationery,Stationery,Stationery,Skrivesaker,Stationery,Stationery,Stationery,Skrivesaker,Stationery,Stationery,Stationery,,,,
SUB_50009,MC_50001,School supplies,School supplies,School supplies,School supplies,1,1,1,1,0,1,,Catalog (default),,Skoletilbehør,School supplies,School supplies,School supplies,Skoletilbehør,School supplies,School supplies,School supplies,Skoletilbehør,School supplies,School supplies,School supplies,Skoletilbehør,School supplies,School supplies,School supplies,,,,
SUB_50010,MC_50001,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,1,1,1,1,0,1,,Catalog (default),,Teknisk tegning,Technical Drawing,Technical Drawing,Technical Drawing,Teknisk tegning,Technical Drawing,Technical Drawing,Technical Drawing,Teknisk tegning,Technical Drawing,Technical Drawing,Technical Drawing,Teknisk tegning,Technical Drawing,Technical Drawing,Technical Drawing,,,,
SUB_50011,MC_50001,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,1,1,1,1,0,1,,Catalog (default),,Pakking og forsendelse,Packing & Shipping,Packing & Shipping,Packing & Shipping,Pakking og forsendelse,Packing & Shipping,Packing & Shipping,Packing & Shipping,Pakking og forsendelse,Packing & Shipping,Packing & Shipping,Packing & Shipping,Pakking og forsendelse,Packing & Shipping,Packing & Shipping,Packing & Shipping,,,,
SUB_60001,MC_60001,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,1,1,1,1,0,1,,Catalog (default),,Akkumulatorer og batterier,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Akkumulatorer og batterier,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Akkumulatorer og batterier,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Akkumulatorer og batterier,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,,,,
SUB_60002,MC_60001,Computer,Computer,Computer,Computer,1,1,1,1,0,1,,Catalog (default),,Datamaskin,Computer,Computer,Computer,Datamaskin,Computer,Computer,Computer,Datamaskin,Computer,Computer,Computer,Datamaskin,Computer,Computer,Computer,,,,
SUB_60002_01,SUB_60002,Notebook,Notebook,Notebook,Notebook,1,1,1,1,0,1,,Catalog (default),,Notisbok,Notebook,Notebook,Notebook,Notisbok,Notebook,Notebook,Notebook,Notisbok,Notebook,Notebook,Notebook,Notisbok,Notebook,Notebook,Notebook,,,,
SUB_60002_02,SUB_60002,Tablet,Tablet,Tablet,Tablet,1,1,1,1,0,1,,Catalog (default),,Nettbrett,Tablet,Tablet,Tablet,Nettbrett,Tablet,Tablet,Tablet,Nettbrett,Tablet,Tablet,Tablet,Nettbrett,Tablet,Tablet,Tablet,,,,
SUB_60002_03,SUB_60002,Monitors,Monitors,Monitors,Monitors,1,1,1,1,0,1,,Catalog (default),,Skjermer,Monitors,Monitors,Monitors,Skjermer,Monitors,Monitors,Monitors,Skjermer,Monitors,Monitors,Monitors,Skjermer,Monitors,Monitors,Monitors,,,,
SUB_60002_04,SUB_60002,IT,IT,IT,IT,1,1,1,1,0,1,,Catalog (default),,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,,,,
SUB_60002_05,SUB_60002,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,1,1,1,1,0,1,,Catalog (default),,Datatilbehør,Computer Accessories,Computer Accessories,Computer Accessories,Datatilbehør,Computer Accessories,Computer Accessories,Computer Accessories,Datatilbehør,Computer Accessories,Computer Accessories,Computer Accessories,Datatilbehør,Computer Accessories,Computer Accessories,Computer Accessories,,,,
